cik,gvkey,conm,DATADATE1,DATADATE2,SOURCE,coname,FNDATE,LNDATE,N10K,N10K_NT,N10K_A,N10Q,N10Q_NT,N10Q_A,NDEF,N8K,NTOT,FLAG
0001449488,181745,CSI COMPRESSCO LP,31DEC2009,31DEC2018,COMPN,CSI COMPRESSCO LP,10NOV2008,06FEB2020,9,0,1,25,0,0,1,161,589,3
0001449488,181745,CSI COMPRESSCO LP,31DEC2009,31DEC2018,COMPN,CSI COMPRESSCO LP,10NOV2008,06FEB2020,9,0,1,25,0,0,1,161,589,3
0001352154,181746,TRIDENT RESOURCES CORP-REDH,31DEC2006,31DEC2007,COMPN,TRIDENT RESOURCES CORP,23JAN2006,09MAR2011,0,0,0,0,0,0,0,0,5,3
0001423417,181781,CONSOLIDATED GEMS INC,31DEC2012,31DEC2016,COMPN,"CONSOLIDATED GEMS, INC.",25JAN2008,19SEP2019,9,0,0,29,1,1,5,14,76,3
0001423417,181781,CONSOLIDATED GEMS INC,31DEC2012,31DEC2016,COMPN,"CONSOLIDATED GEMS, INC.",25JAN2008,19SEP2019,9,0,0,29,1,1,5,14,76,3
0001423417,181781,CONSOLIDATED GEMS INC,31DEC2012,31DEC2016,COMPN,"CONSOLIDATED GEMS, INC.",25JAN2008,19SEP2019,9,0,0,29,1,1,5,14,76,3
0001449654,181784,ALON BRANDS INC-REDH,31DEC2006,31DEC2007,COMPN,"ALON BRANDS, INC.",12NOV2008,08MAY2012,0,0,0,0,0,0,0,0,8,3
0001605931,181790,UNIVERSAL POWER INDUSTRY CP,31MAR2008,30JUN2015,COMPN,UNIVERSAL POWER INDUSTRY CORP,17APR2014,09AUG2017,2,1,0,4,1,0,0,7,46,3
0001605931,181790,UNIVERSAL POWER INDUSTRY CP,31MAR2008,30JUN2015,COMPN,UNIVERSAL POWER INDUSTRY CORP,17APR2014,09AUG2017,2,1,0,4,1,0,0,7,46,3
0001418133,181794,BIOSTAR PHARMACEUTICALS INC,31DEC2007,31DEC2016,COMPN,"BIOSTAR PHARMACEUTICALS, INC.",14NOV2007,08JAN2019,15,5,1,40,11,0,8,81,209,3
0001440799,181800,MMEX RESOURCES CORP,30APR2015,30APR2019,COMPN,MMEX RESOURCES CORP,29JUL2008,03JAN2020,16,5,0,42,5,2,5,70,177,3
0001440799,181800,MMEX RESOURCES CORP,30APR2015,30APR2019,COMPN,MMEX RESOURCES CORP,29JUL2008,03JAN2020,16,5,0,42,5,2,5,70,177,3
0001440799,181800,MMEX RESOURCES CORP,30APR2015,30APR2019,COMPN,MMEX RESOURCES CORP,29JUL2008,03JAN2020,16,5,0,42,5,2,5,70,177,3
0001440799,181800,MMEX RESOURCES CORP,30APR2015,30APR2019,COMPN,MMEX RESOURCES CORP,29JUL2008,03JAN2020,16,5,0,42,5,2,5,70,177,3
0001440799,181800,MMEX RESOURCES CORP,30APR2015,30APR2019,COMPN,MMEX RESOURCES CORP,29JUL2008,03JAN2020,16,5,0,42,5,2,5,70,177,3
0001530249,181820,FS BANCORP INC,31DEC2010,31DEC2018,COMPN,"FS BANCORP, INC.",03OCT2011,19AUG2019,7,0,0,23,0,0,10,87,369,3
0001436309,181825,AZIEL CORP,31MAY2012,31MAY2013,COMPN,US TUNGSTEN CORP.,17JUN2008,07FEB2018,8,1,1,23,4,1,0,19,75,2
0001436309,181825,AZIEL CORP,31MAY2012,31MAY2013,COMPN,US TUNGSTEN CORP.,17JUN2008,07FEB2018,8,1,1,23,4,1,0,19,75,2
0001423586,181837,RORINE INTL HOLDING CORP,30NOV2010,30NOV2017,COMPN,RORINE INTERNATIONAL HOLDING CORP,18MAR2008,24JUL2018,21,7,4,58,14,12,2,43,156,3
0001423586,181837,RORINE INTL HOLDING CORP,30NOV2010,30NOV2017,COMPN,RORINE INTERNATIONAL HOLDING CORP,18MAR2008,24JUL2018,21,7,4,58,14,12,2,43,156,3
0001423586,181837,RORINE INTL HOLDING CORP,30NOV2010,30NOV2017,COMPN,RORINE INTERNATIONAL HOLDING CORP,18MAR2008,24JUL2018,21,7,4,58,14,12,2,43,156,3
0001435936,181869,XUN ENERGY INC,31MAY2010,31MAY2014,COMPN,"XUN ENERGY, INC.",02OCT2008,22NOV2016,15,3,6,43,8,16,1,60,232,3
0001435936,181869,XUN ENERGY INC,31MAY2010,31MAY2014,COMPN,"XUN ENERGY, INC.",02OCT2008,22NOV2016,15,3,6,43,8,16,1,60,232,3
0001404212,181870,ALLIED AMERICAN STEEL CORP,31DEC2010,31DEC2012,COMPN,ALLIED AMERICAN STEEL CORP.,22JUN2007,19JUN2019,12,5,2,31,10,2,0,11,73,3
0001404212,181870,ALLIED AMERICAN STEEL CORP,31DEC2010,31DEC2012,COMPN,ALLIED AMERICAN STEEL CORP.,22JUN2007,19JUN2019,12,5,2,31,10,2,0,11,73,3
0001404212,181870,ALLIED AMERICAN STEEL CORP,31DEC2010,31DEC2012,COMPN,ALLIED AMERICAN STEEL CORP.,22JUN2007,19JUN2019,12,5,2,31,10,2,0,11,73,3
0001403793,181903,YINLIPS TECHNOLOGY INC -REDH,31DEC2007,31DEC2007,COMPN,"YINLIPS TECHNOLOGY, INC.",25JUN2007,24JUL2013,3,1,0,8,3,0,0,7,59,3
0001403793,181903,YINLIPS TECHNOLOGY INC -REDH,31DEC2007,31DEC2007,COMPN,"YINLIPS TECHNOLOGY, INC.",25JUN2007,24JUL2013,3,1,0,8,3,0,0,7,59,3
0001442505,181904,CLEARWIRE CORP,31DEC2007,31DEC2012,COMPN,CLEARWIRE CORP /DE,22AUG2008,14FEB2014,8,0,3,13,0,0,59,147,941,3
0001442505,181904,CLEARWIRE CORP,31DEC2007,31DEC2012,COMPN,CLEARWIRE CORP /DE,22AUG2008,14FEB2014,8,0,3,13,0,0,59,147,941,3
0001441236,181931,CLEARWATER PAPER CORP,31DEC2006,31DEC2018,COMPN,CLEARWATER PAPER CORP,01AUG2008,04FEB2020,11,0,0,32,0,0,27,136,699,3
0001441236,181931,CLEARWATER PAPER CORP,31DEC2006,31DEC2018,COMPN,CLEARWATER PAPER CORP,01AUG2008,04FEB2020,11,0,0,32,0,0,27,136,699,3
0001438943,181970,VITALITY BIOPHARMA INC,31MAR2011,31MAR2019,COMPN,"VITALITY BIOPHARMA, INC.",06AUG2008,13AUG2019,17,4,2,41,5,3,5,51,239,3
0001438943,181970,VITALITY BIOPHARMA INC,31MAR2011,31MAR2019,COMPN,"VITALITY BIOPHARMA, INC.",06AUG2008,13AUG2019,17,4,2,41,5,3,5,51,239,3
0001438943,181970,VITALITY BIOPHARMA INC,31MAR2011,31MAR2019,COMPN,"VITALITY BIOPHARMA, INC.",06AUG2008,13AUG2019,17,4,2,41,5,3,5,51,239,3
0001524741,181989,U S SILICA HOLDINGS INC,31DEC2009,31DEC2018,COMPN,"U.S. SILICA HOLDINGS, INC.",18JUL2011,07FEB2020,8,0,0,24,0,1,12,95,691,3
0001341878,182002,B-SCADA INC,31OCT2012,31OCT2015,COMPN,"B-SCADA, INC.",17OCT2005,02SEP2016,8,0,0,26,1,1,0,25,79,3
0001341878,182002,B-SCADA INC,31OCT2012,31OCT2015,COMPN,"B-SCADA, INC.",17OCT2005,02SEP2016,8,0,0,26,1,1,0,25,79,3
0001137399,182012,GIGPEAK INC,31DEC2006,31DEC2016,FDATE,LUMERA CORP,05MAY2004,10DEC2008,6,0,2,15,0,1,3,35,217,2
0001432150,182012,GIGPEAK INC,31DEC2006,31DEC2016,COMPN,"GIGPEAK, INC.",08SEP2008,21APR2017,12,0,3,26,0,2,11,153,860,3
0001432150,182012,GIGPEAK INC,31DEC2006,31DEC2016,COMPN,"GIGPEAK, INC.",08SEP2008,21APR2017,12,0,3,26,0,2,11,153,860,3
0001441848,182015,FACET BIOTECH CORP,31DEC2004,31DEC2009,COMPN,ABBOTT BIOTHERAPEUTICS CORP,13AUG2008,08NOV2010,3,0,1,4,0,1,4,40,232,2
0001441848,182015,FACET BIOTECH CORP,31DEC2004,31DEC2009,COMPN,ABBOTT BIOTHERAPEUTICS CORP,13AUG2008,08NOV2010,3,0,1,4,0,1,4,40,232,2
0001444307,182023,ONCOSEC MEDICAL INC,31JUL2010,31JUL2019,COMPN,ONCOSEC MEDICAL INC,03SEP2008,07FEB2020,15,2,3,38,4,1,36,95,537,3
0001444307,182023,ONCOSEC MEDICAL INC,31JUL2010,31JUL2019,COMPN,ONCOSEC MEDICAL INC,03SEP2008,07FEB2020,15,2,3,38,4,1,36,95,537,3
0001305323,182112,ZOVIO INC,31DEC2007,31DEC2018,COMPN,ZOVIO INC,05OCT2004,05FEB2020,13,0,3,39,2,5,18,181,993,3
0001305323,182112,ZOVIO INC,31DEC2007,31DEC2018,COMPN,ZOVIO INC,05OCT2004,05FEB2020,13,0,3,39,2,5,18,181,993,3
0000920771,182116,FRIENDFINDER NETWORKS INC,31DEC2006,31DEC2013,FDATE,GENERAL MEDIA INC,14MAY1996,28SEP2004,8,1,0,22,1,0,0,5,39,2
0001451951,182116,FRIENDFINDER NETWORKS INC,31DEC2006,31DEC2013,COMPN,FRIENDFINDER NETWORKS INC.,23DEC2008,23DEC2013,4,0,2,11,0,3,1,36,246,3
0001432963,182123,ENERGY & TECHNOLOGY CORP,31DEC2010,31DEC2017,COMPN,ENERGY & TECHNOLOGY CORP.,24APR2008,31JAN2019,16,4,3,36,2,3,0,8,81,3
0001432963,182123,ENERGY & TECHNOLOGY CORP,31DEC2010,31DEC2017,COMPN,ENERGY & TECHNOLOGY CORP.,24APR2008,31JAN2019,16,4,3,36,2,3,0,8,81,3
0001398633,182145,POLAR WIRELESS CORP,30APR2009,30APR2010,COMPN,POLAR WIRELESS CORP.,14JUN2007,15AUG2011,8,3,2,17,5,1,2,13,52,3
0001398633,182145,POLAR WIRELESS CORP,30APR2009,30APR2010,COMPN,POLAR WIRELESS CORP.,14JUN2007,15AUG2011,8,3,2,17,5,1,2,13,52,3
0001388180,182169,NOVUS ROBOTICS INC,31DEC2014,31DEC2018,COMPN,NOVUS ROBOTICS INC.,01FEB2007,04JUN2019,22,9,2,60,18,6,1,39,189,3
0001388180,182169,NOVUS ROBOTICS INC,31DEC2014,31DEC2018,COMPN,NOVUS ROBOTICS INC.,01FEB2007,04JUN2019,22,9,2,60,18,6,1,39,189,3
0001453820,182307,PENN MILLERS HOLDING CORP,31DEC2004,31DEC2010,COMPN,PENN MILLERS HOLDING CORP,26JAN2009,14FEB2012,2,0,0,7,0,0,9,31,177,3
0001453814,182308,MEDIDATA SOLUTIONS INC,31DEC2007,31DEC2018,COMPN,"MEDIDATA SOLUTIONS, INC.",26JAN2009,24SEP2019,10,0,0,31,0,0,32,91,961,3
0000907654,182309,ARCA BIOPHARMA INC,31DEC2007,31DEC2018,COMPN,"ARCA BIOPHARMA, INC.",12JUN1997,24JAN2020,26,0,4,71,0,3,39,307,1114,3
0000907654,182309,ARCA BIOPHARMA INC,31DEC2007,31DEC2018,COMPN,"ARCA BIOPHARMA, INC.",12JUN1997,24JAN2020,26,0,4,71,0,3,39,307,1114,3
0000907654,182309,ARCA BIOPHARMA INC,31DEC2007,31DEC2018,COMPN,"ARCA BIOPHARMA, INC.",12JUN1997,24JAN2020,26,0,4,71,0,3,39,307,1114,3
0001445625,182325,NEXAIRA WIRELESS INC,31OCT2008,31OCT2010,COMPN,NEXAIRA WIRELESS INC.,06OCT2008,26NOV2014,6,2,0,10,1,0,2,23,96,3
0001445625,182325,NEXAIRA WIRELESS INC,31OCT2008,31OCT2010,COMPN,NEXAIRA WIRELESS INC.,06OCT2008,26NOV2014,6,2,0,10,1,0,2,23,96,3
0001489147,182331,SMART TECHNOLOGIES INC,31MAR2007,31MAR2016,COMPN,SMART TECHNOLOGIES INC.,24JUN2010,10FEB2017,0,0,0,0,0,0,0,0,210,3
0001396990,182350,IKARIA INC-REDH,31DEC2008,31DEC2009,COMPN,"IKARIA, INC.",12APR2007,16NOV2010,0,0,0,0,0,0,0,0,33,3
0001396990,182350,IKARIA INC-REDH,31DEC2008,31DEC2009,COMPN,"IKARIA, INC.",12APR2007,16NOV2010,0,0,0,0,0,0,0,0,33,3
0000312070,182378,IPATH S&P 500 VIX MID-TERM,,,CUSIP,BARCLAYS BANK PLC,17MAR2000,07FEB2020,0,0,0,0,0,0,0,0,35338,2
0000312070,182378,IPATH S&P 500 VIX MID-TERM,,,CUSIP,BARCLAYS BANK PLC,17MAR2000,07FEB2020,0,0,0,0,0,0,0,0,35338,2
0001125914,182387,OPENTABLE INC,31DEC2004,31DEC2013,COMPN,OPENTABLE INC,24FEB2003,13FEB2015,5,0,0,15,0,0,13,50,636,3
0001544770,182392,BONTERRA RESOURCES INC,31MAY2009,31MAY2019,COMPN,BONTERRA RESOURCES INC.,22MAR2012,06FEB2020,0,0,0,0,0,0,0,0,6,3
0001440153,182395,BAKHU HOLDINGS CORP,31JUL2017,31JUL2019,COMPN,"BAKHU HOLDINGS, CORP.",18SEP2008,15JAN2020,5,2,0,23,4,3,2,11,54,3
0001440153,182395,BAKHU HOLDINGS CORP,31JUL2017,31JUL2019,COMPN,"BAKHU HOLDINGS, CORP.",18SEP2008,15JAN2020,5,2,0,23,4,3,2,11,54,3
0001440172,182404,BLUFOREST INC,31DEC2008,31DEC2012,COMPN,BLUFOREST INC.,18JUL2008,07JUN2019,11,3,3,31,8,7,1,27,113,3
0001440172,182404,BLUFOREST INC,31DEC2008,31DEC2012,COMPN,BLUFOREST INC.,18JUL2008,07JUN2019,11,3,3,31,8,7,1,27,113,3
0001451514,182479,MINERCO INC,31JUL2013,31JUL2015,COMPN,"MINERCO, INC.",10DEC2008,17JUL2017,13,6,0,42,18,2,5,85,219,3
0001451514,182479,MINERCO INC,31JUL2013,31JUL2015,COMPN,"MINERCO, INC.",10DEC2008,17JUL2017,13,6,0,42,18,2,5,85,219,3
0001399521,182491,LIHUA INTERNATIONAL INC,31DEC2007,31DEC2013,COMPN,LIHUA INTERNATIONAL INC.,15MAY2007,04MAR2019,11,1,3,24,0,3,6,65,254,3
0001399521,182491,LIHUA INTERNATIONAL INC,31DEC2007,31DEC2013,COMPN,LIHUA INTERNATIONAL INC.,15MAY2007,04MAR2019,11,1,3,24,0,3,6,65,254,3
0001230058,182497,KAANAPALI LAND LLC,31DEC2010,31DEC2018,COMPN,KAANAPALI LAND LLC,01MAY2003,13AUG2019,21,3,2,58,9,0,0,17,120,3
0001215546,182539,OREZONE GOLD CORP,31DEC2007,31DEC2018,FDATE,OREZONE RESOURCES INC,19MAR2003,28JAN2010,0,0,0,0,0,0,0,0,182,2
0001482601,182539,OREZONE GOLD CORP,31DEC2007,31DEC2018,COMPN,OREZONE GOLD CORP,04FEB2010,12FEB2019,0,0,0,0,0,0,0,0,7,3
0001450445,182550,NUVEEN AMT-FREE MUNI VL FD,,,COMPN,NUVEEN AMT-FREE MUNICIPAL VALUE FUND,21NOV2008,17JAN2020,0,0,0,0,0,0,16,0,253,3
0001450445,182550,NUVEEN AMT-FREE MUNI VL FD,,,COMPN,NUVEEN AMT-FREE MUNICIPAL VALUE FUND,21NOV2008,17JAN2020,0,0,0,0,0,0,16,0,253,3
0001414628,182554,MONEYONMOBILE INC,31DEC2010,31MAR2017,COMPN,"MONEYONMOBILE, INC.",18OCT2007,13SEP2019,19,6,3,35,4,2,5,125,330,3
0001414628,182554,MONEYONMOBILE INC,31DEC2010,31MAR2017,COMPN,"MONEYONMOBILE, INC.",18OCT2007,13SEP2019,19,6,3,35,4,2,5,125,330,3
0001414628,182554,MONEYONMOBILE INC,31DEC2010,31MAR2017,COMPN,"MONEYONMOBILE, INC.",18OCT2007,13SEP2019,19,6,3,35,4,2,5,125,330,3
0001590799,182599,RIVERVIEW FINANCIAL CORP,31DEC2013,31DEC2019,COMPN,RIVERVIEW FINANCIAL CORP,04NOV2013,17SEP2019,6,0,0,15,0,0,7,77,194,3
0001451797,182609,ANCHORAGE INTL HLDGS CORP,30JUN2009,30JUN2013,COMPN,ANCHORAGE INTERNATIONAL HOLDINGS CORP.,17DEC2008,29SEP2014,12,5,2,26,9,1,0,9,59,3
0001451797,182609,ANCHORAGE INTL HLDGS CORP,30JUN2009,30JUN2013,COMPN,ANCHORAGE INTERNATIONAL HOLDINGS CORP.,17DEC2008,29SEP2014,12,5,2,26,9,1,0,9,59,3
0001451797,182609,ANCHORAGE INTL HLDGS CORP,30JUN2009,30JUN2013,COMPN,ANCHORAGE INTERNATIONAL HOLDINGS CORP.,17DEC2008,29SEP2014,12,5,2,26,9,1,0,9,59,3
0001424768,182610,VYCOR MEDICAL INC,31DEC2011,31DEC2018,COMPN,VYCOR MEDICAL INC,03MAR2008,07JAN2020,18,2,5,42,3,7,5,49,381,3
0001444874,182613,TETON ADVISORS INC,31DEC2007,31DEC2018,COMPN,"TETON ADVISORS, INC.",31OCT2008,02AUG2019,1,0,0,0,0,0,0,1,93,3
0001442999,182621,ALTEROLA BIOTECH INC,30SEP2009,30SEP2017,COMPN,ALTEROLA BIOTECH INC.,12DEC2008,09JAN2020,12,3,0,32,3,0,0,20,66,3
0001442999,182621,ALTEROLA BIOTECH INC,30SEP2009,30SEP2017,COMPN,ALTEROLA BIOTECH INC.,12DEC2008,09JAN2020,12,3,0,32,3,0,0,20,66,3
0001453122,182637,3DX INDUSTRIES INC,31OCT2012,31OCT2016,COMPN,"3DX INDUSTRIES, INC.",06JAN2009,22JAN2018,16,6,2,38,12,1,1,14,76,3
0001453122,182637,3DX INDUSTRIES INC,31OCT2012,31OCT2016,COMPN,"3DX INDUSTRIES, INC.",06JAN2009,22JAN2018,16,6,2,38,12,1,1,14,76,3
0001453122,182637,3DX INDUSTRIES INC,31OCT2012,31OCT2016,COMPN,"3DX INDUSTRIES, INC.",06JAN2009,22JAN2018,16,6,2,38,12,1,1,14,76,3
0001420569,182638,PULSE BEVERAGE CORP,31DEC2012,31DEC2016,COMPN,PULSE BEVERAGE CORP,07DEC2007,06JUN2018,14,2,3,41,5,5,4,26,144,3
0001420569,182638,PULSE BEVERAGE CORP,31DEC2012,31DEC2016,COMPN,PULSE BEVERAGE CORP,07DEC2007,06JUN2018,14,2,3,41,5,5,4,26,144,3
0001458696,182700,CHANGYOU.COM LTD,31DEC2007,31DEC2018,COMPN,CHANGYOU.COM LTD,17MAR2009,07FEB2020,0,0,0,0,0,0,0,0,178,3
0001456772,182701,OFFICE PROPERTIES INCOME TR,31DEC2007,31DEC2018,COMPN,OFFICE PROPERTIES INCOME TRUST,20FEB2009,04FEB2020,10,0,0,31,0,0,23,129,519,3
0001456772,182701,OFFICE PROPERTIES INCOME TR,31DEC2007,31DEC2018,COMPN,OFFICE PROPERTIES INCOME TRUST,20FEB2009,04FEB2020,10,0,0,31,0,0,23,129,519,3
0001449801,182703,CHINA GERUI ADV MATERIALS GP,31DEC2007,31DEC2013,COMPN,CHINA GERUI ADVANCED MATERIALS GROUP LTD,12NOV2008,14DEC2015,0,0,0,0,0,0,0,0,154,3
0001449801,182703,CHINA GERUI ADV MATERIALS GP,31DEC2007,31DEC2013,COMPN,CHINA GERUI ADVANCED MATERIALS GROUP LTD,12NOV2008,14DEC2015,0,0,0,0,0,0,0,0,154,3
0001413990,182728,PORTLOGIC SYSTEMS INC,31MAY2010,31MAY2016,COMPN,PORTLOGIC SYSTEMS INC.,05JUN2008,04JAN2017,15,4,2,39,9,5,0,29,102,3
0001454021,182747,WESTERN ASSET MUN DEF OPP TR,,,COMPN,WESTERN ASSET MUNICIPAL DEFINED OPPORTUNITY TRUST,16JAN2009,30JAN2020,0,0,0,0,0,0,11,7,181,2
0001454021,182747,WESTERN ASSET MUN DEF OPP TR,,,COMPN,WESTERN ASSET MUNICIPAL DEFINED OPPORTUNITY TRUST,16JAN2009,30JAN2020,0,0,0,0,0,0,11,7,181,2
0001421538,182758,INFINITY AUGMENTED RLTY INC,31AUG2010,31AUG2014,COMPN,"INFINITY AUGMENTED REALITY, INC.",24DEC2007,24NOV2015,16,6,3,33,9,3,3,32,170,3
0001421538,182758,INFINITY AUGMENTED RLTY INC,31AUG2010,31AUG2014,COMPN,"INFINITY AUGMENTED REALITY, INC.",24DEC2007,24NOV2015,16,6,3,33,9,3,3,32,170,3
0001421538,182758,INFINITY AUGMENTED RLTY INC,31AUG2010,31AUG2014,COMPN,"INFINITY AUGMENTED REALITY, INC.",24DEC2007,24NOV2015,16,6,3,33,9,3,3,32,170,3
0001040719,182788,DITECH HOLDING CORP,31DEC2008,31DEC2018,COMPN,DITECH HOLDING CORP,01AUG1997,15MAY2019,31,5,4,78,5,9,28,353,1532,3
0001040719,182788,DITECH HOLDING CORP,31DEC2008,31DEC2018,COMPN,DITECH HOLDING CORP,01AUG1997,15MAY2019,31,5,4,78,5,9,28,353,1532,3
0001040719,182788,DITECH HOLDING CORP,31DEC2008,31DEC2018,COMPN,DITECH HOLDING CORP,01AUG1997,15MAY2019,31,5,4,78,5,9,28,353,1532,3
0001040719,182788,DITECH HOLDING CORP,31DEC2008,31DEC2018,COMPN,DITECH HOLDING CORP,01AUG1997,15MAY2019,31,5,4,78,5,9,28,353,1532,3
0001410240,182791,HUGHES TELEMATICS INC,31DEC2007,31DEC2011,COMPN,"HUGHES TELEMATICS, INC.",29AUG2007,31JUL2012,5,0,1,14,0,1,15,39,322,3
0001410240,182791,HUGHES TELEMATICS INC,31DEC2007,31DEC2011,COMPN,"HUGHES TELEMATICS, INC.",29AUG2007,31JUL2012,5,0,1,14,0,1,15,39,322,3
0000887247,182826,ADAMIS PHARMACEUTICALS CORP,31MAR2010,31DEC2018,COMPN,ADAMIS PHARMACEUTICALS CORP,13FEB1996,04FEB2020,39,5,11,86,8,8,24,209,927,3
0000887247,182826,ADAMIS PHARMACEUTICALS CORP,31MAR2010,31DEC2018,COMPN,ADAMIS PHARMACEUTICALS CORP,13FEB1996,04FEB2020,39,5,11,86,8,8,24,209,927,3
0001460801,182827,TRI-TECH HOLDING INC,31DEC2007,31DEC2014,COMPN,"TRI-TECH HOLDING, INC.",03APR2009,27JUN2016,5,0,0,18,2,2,5,48,151,3
0001449574,182897,BRAVATEK SOLUTIONS INC,31MAR2011,31DEC2018,COMPN,"BRAVATEK SOLUTIONS, INC.",10NOV2008,26SEP2019,20,8,1,63,20,11,5,84,213,3
0001449574,182897,BRAVATEK SOLUTIONS INC,31MAR2011,31DEC2018,COMPN,"BRAVATEK SOLUTIONS, INC.",10NOV2008,26SEP2019,20,8,1,63,20,11,5,84,213,3
0001450708,182915,AURUM INC,31OCT2008,31OCT2016,COMPN,"AURUM, INC.",10DEC2008,04OCT2017,11,2,1,27,2,1,5,14,78,3
0001450708,182915,AURUM INC,31OCT2008,31OCT2016,COMPN,"AURUM, INC.",10DEC2008,04OCT2017,11,2,1,27,2,1,5,14,78,3
0001454980,182921,NUVEEN NJ MUNICIPAL VALUE FD,,,COMPN,NUVEEN NEW JERSEY MUNICIPAL VALUE FUND,30JAN2009,27JAN2020,0,0,0,0,0,0,16,0,217,3
0001454981,182922,NUVEEN NY MUNICIPAL VL FD 2,,,COMPN,NUVEEN NEW YORK MUNICIPAL VALUE FUND 2,30JAN2009,28JAN2020,0,0,0,0,0,0,15,0,212,3
0001454978,182924,NUVEEN PA MUNICIPAL VALUE FD,,,COMPN,NUVEEN PENNSYLVANIA MUNICIPAL VALUE FUND,30JAN2009,27JAN2020,0,0,0,0,0,0,16,0,206,3
0001454979,182925,NUVEEN CA MUNICIPAL VL FD 2,,,COMPN,NUVEEN CALIFORNIA MUNICIPAL VALUE FUND 2,30JAN2009,27JAN2020,0,0,0,0,0,0,16,0,201,3
0001459667,182934,AMERICAS BULLION ROYALTY CP,31DEC2007,28FEB2013,COMPN,AMERICAS BULLION ROYALTY CORP.,11MAR2009,17APR2013,0,0,0,0,0,0,0,0,10,3
0001459667,182934,AMERICAS BULLION ROYALTY CP,31DEC2007,28FEB2013,COMPN,AMERICAS BULLION ROYALTY CORP.,11MAR2009,17APR2013,0,0,0,0,0,0,0,0,10,3
0001731018,182950,METALLIS RESOURCES INC,31DEC2010,31DEC2018,COMPN,METALLIS RESOURCES INC.,13FEB2018,13FEB2018,0,0,0,0,0,0,0,0,1,3
0001385799,182960,ADVANCED BIOMEDICAL TECH INC,31OCT2011,31OCT2018,COMPN,ADVANCED BIOMEDICAL TECHNOLOGIES INC.,16JAN2007,20SEP2019,26,10,4,71,25,7,0,13,133,3
0001385799,182960,ADVANCED BIOMEDICAL TECH INC,31OCT2011,31OCT2018,COMPN,ADVANCED BIOMEDICAL TECHNOLOGIES INC.,16JAN2007,20SEP2019,26,10,4,71,25,7,0,13,133,3
0001298195,182961,CHINA SUN GROUP HIGH-TECH CO,31MAY2007,31MAY2011,COMPN,CHINA SUN GROUP HIGH-TECH CO,16AUG2004,25JUN2012,8,2,0,29,6,2,2,47,119,3
0001298195,182961,CHINA SUN GROUP HIGH-TECH CO,31MAY2007,31MAY2011,COMPN,CHINA SUN GROUP HIGH-TECH CO,16AUG2004,25JUN2012,8,2,0,29,6,2,2,47,119,3
0001409432,182967,NATIONAL GRAPHITE CORP,31MAY2011,31MAY2015,COMPN,NATIONAL GRAPHITE CORP,12OCT2007,13FEB2019,18,5,5,38,12,3,2,27,125,3
0001409432,182967,NATIONAL GRAPHITE CORP,31MAY2011,31MAY2015,COMPN,NATIONAL GRAPHITE CORP,12OCT2007,13FEB2019,18,5,5,38,12,3,2,27,125,3
0001409432,182967,NATIONAL GRAPHITE CORP,31MAY2011,31MAY2015,COMPN,NATIONAL GRAPHITE CORP,12OCT2007,13FEB2019,18,5,5,38,12,3,2,27,125,3
0001271075,182977,PHONEX HOLDINGS INC,31DEC2011,31DEC2017,COMPN,"USELL.COM, INC.",04DEC2003,14JAN2019,20,5,1,62,13,3,9,84,511,2
0001271075,182977,PHONEX HOLDINGS INC,31DEC2011,31DEC2017,COMPN,"USELL.COM, INC.",04DEC2003,14JAN2019,20,5,1,62,13,3,9,84,511,2
0001271075,182977,PHONEX HOLDINGS INC,31DEC2011,31DEC2017,COMPN,"USELL.COM, INC.",04DEC2003,14JAN2019,20,5,1,62,13,3,9,84,511,2
0001271075,182977,PHONEX HOLDINGS INC,31DEC2011,31DEC2017,COMPN,"USELL.COM, INC.",04DEC2003,14JAN2019,20,5,1,62,13,3,9,84,511,2
0001271075,182977,PHONEX HOLDINGS INC,31DEC2011,31DEC2017,COMPN,"USELL.COM, INC.",04DEC2003,14JAN2019,20,5,1,62,13,3,9,84,511,2
0001552157,182979,HIGHLAND COPPER CO INC,31MAY2010,30JUN2019,COMPN,HIGHLAND COPPER CO INC.,14JUN2012,03APR2017,0,0,0,0,0,0,0,0,8,3
0001552157,182979,HIGHLAND COPPER CO INC,31MAY2010,30JUN2019,COMPN,HIGHLAND COPPER CO INC.,14JUN2012,03APR2017,0,0,0,0,0,0,0,0,8,3
0001439397,182984,NORTHSIGHT CAPITAL INC,31DEC2011,31DEC2017,COMPN,"NORTHSIGHT CAPITAL, INC.",11JUL2008,19APR2019,16,6,0,59,21,6,2,47,299,3
0001397016,182986,OPTEX SYSTEMS HOLDINGS INC,30SEP2014,30SEP2019,COMPN,OPTEX SYSTEMS HOLDINGS INC,24MAY2007,26DEC2019,22,1,9,43,2,4,6,49,287,3
0001397016,182986,OPTEX SYSTEMS HOLDINGS INC,30SEP2014,30SEP2019,COMPN,OPTEX SYSTEMS HOLDINGS INC,24MAY2007,26DEC2019,22,1,9,43,2,4,6,49,287,3
0001131675,183002,HASCO MEDICAL INC,31DEC2012,31DEC2014,COMPN,"HASCO MEDICAL, INC.",05APR2001,28OCT2015,14,1,3,45,2,12,6,32,227,3
0001131675,183002,HASCO MEDICAL INC,31DEC2012,31DEC2014,COMPN,"HASCO MEDICAL, INC.",05APR2001,28OCT2015,14,1,3,45,2,12,6,32,227,3
